Area_name,Area_type,Average_2018_2019,Category,Count,Variation (%),Week_ending
Shetland Islands,HSC partnership,145,All,123,-15.2,01 Mar 20
South Ayrshire,HSC partnership,644.5,All,689,6.9,01 Mar 20
South Lanarkshire,HSC partnership,1793,All,1965,9.6,01 Mar 20
West Dunbartonshire,HSC partnership,332,All,354,6.6,01 Mar 20
West Lothian,HSC partnership,984.5,All,1090,10.7,01 Mar 20
Western Isles,HSC partnership,127.5,All,98,-23.1,01 Mar 20
Aberdeen City,HSC partnership,938.5,All,983,4.7,08 Mar 20
Aberdeenshire,HSC partnership,534.5,All,562,5.1,08 Mar 20
Angus,HSC partnership,212,All,228,7.5,08 Mar 20
Argyll & Bute,HSC partnership,284.5,All,222,-22,08 Mar 20
Clackmannanshire & Stirling,HSC partnership,423.5,All,453,7,08 Mar 20
Dumfries & Galloway,HSC partnership,816,All,895,9.7,08 Mar 20
Dundee City,HSC partnership,587.5,All,609,3.7,08 Mar 20
East Ayrshire,HSC partnership,755,All,768,1.7,08 Mar 20
East Dunbartonshire,HSC partnership,391.5,All,334,-14.7,08 Mar 20
East Lothian,HSC partnership,482.5,All,505,4.7,08 Mar 20
East Renfrewshire,HSC partnership,413,All,324,-21.5,08 Mar 20
Edinburgh,HSC partnership,2089,All,2162,3.5,08 Mar 20
Falkirk,HSC partnership,773,All,745,-3.6,08 Mar 20
Fife,HSC partnership,1390,All,1488,7.1,08 Mar 20
Glasgow City,HSC partnership,3443.5,All,3076,-10.7,08 Mar 20
Highland,HSC partnership,938.5,All,981,4.5,08 Mar 20
Inverclyde,HSC partnership,572,All,583,1.9,08 Mar 20
Midlothian,HSC partnership,542,All,557,2.8,08 Mar 20
Moray,HSC partnership,460.5,All,538,16.8,08 Mar 20
NHS Ayrshire & Arran,Health board,2140.5,All,2107,-1.6,08 Mar 20
NHS Borders,Health board,587.5,All,561,-4.5,08 Mar 20
NHS Dumfries & Galloway,Health board,830.5,All,923,11.1,08 Mar 20
NHS Fife,Health board,1272,All,1342,5.5,08 Mar 20
NHS Forth Valley,Health board,1248.5,All,1250,0.1,08 Mar 20
NHS Grampian,Health board,1950.5,All,2104,7.9,08 Mar 20
NHS Greater Glasgow & Clyde,Health board,6974.5,All,6250,-10.4,08 Mar 20
NHS Highland,Health board,1142,All,1155,1.1,08 Mar 20
NHS Lanarkshire,Health board,4027.5,All,3952,-1.9,08 Mar 20
NHS Lothian,Health board,4395,All,4544,3.4,08 Mar 20
NHS Orkney,Health board,127.5,All,133,4.3,08 Mar 20
NHS Shetland,Health board,146,All,155,6.2,08 Mar 20
NHS Tayside,Health board,1419.5,All,1523,7.3,08 Mar 20
NHS Western Isles,Health board,117,All,104,-11.1,08 Mar 20
North Ayrshire,HSC partnership,772.5,All,750,-2.9,08 Mar 20
North Lanarkshire,HSC partnership,2400.5,All,2367,-1.4,08 Mar 20
Orkney Islands,HSC partnership,126,All,129,2.4,08 Mar 20
Perth & Kinross,HSC partnership,509.5,All,594,16.6,08 Mar 20
Renfrewshire,HSC partnership,1177.5,All,1023,-13.1,08 Mar 20
Scotland,Scotland,26378.5,All,26103,-1,08 Mar 20
Scottish Borders,HSC partnership,596,All,550,-7.7,08 Mar 20
Shetland Islands,HSC partnership,133,All,150,12.8,08 Mar 20
South Ayrshire,HSC partnership,680.5,All,647,-4.9,08 Mar 20
South Lanarkshire,HSC partnership,1976,All,1908,-3.4,08 Mar 20
West Dunbartonshire,HSC partnership,347,All,338,-2.6,08 Mar 20
West Lothian,HSC partnership,1088,All,1132,4,08 Mar 20
Western Isles,HSC partnership,118,All,105,-11,08 Mar 20
Aberdeen City,HSC partnership,909.5,All,853,-6.2,15 Mar 20
Aberdeenshire,HSC partnership,530,All,510,-3.8,15 Mar 20
Angus,HSC partnership,200.5,All,183,-8.7,15 Mar 20
Argyll & Bute,HSC partnership,234.5,All,241,2.8,15 Mar 20
Clackmannanshire & Stirling,HSC partnership,432,All,466,7.9,15 Mar 20
Dumfries & Galloway,HSC partnership,869,All,840,-3.3,15 Mar 20
Dundee City,HSC partnership,579.5,All,569,-1.8,15 Mar 20
East Ayrshire,HSC partnership,756,All,677,-10.4,15 Mar 20
East Dunbartonshire,HSC partnership,388.5,All,361,-7.1,15 Mar 20
East Lothian,HSC partnership,493,All,430,-12.8,15 Mar 20
East Renfrewshire,HSC partnership,396.5,All,323,-18.5,15 Mar 20
Edinburgh,HSC partnership,2113.5,All,2024,-4.2,15 Mar 20
Falkirk,HSC partnership,755.5,All,717,-5.1,15 Mar 20
Fife,HSC partnership,1373.5,All,1305,-5,15 Mar 20
Glasgow City,HSC partnership,3545,All,2875,-18.9,15 Mar 20
Highland,HSC partnership,934.5,All,854,-8.6,15 Mar 20
Inverclyde,HSC partnership,578.5,All,549,-5.1,15 Mar 20
Midlothian,HSC partnership,555.5,All,504,-9.3,15 Mar 20
Moray,HSC partnership,472.5,All,489,3.5,15 Mar 20
NHS Ayrshire & Arran,Health board,2178,All,1929,-11.4,15 Mar 20
NHS Borders,Health board,546.5,All,500,-8.5,15 Mar 20
NHS Dumfries & Galloway,Health board,890.5,All,867,-2.6,15 Mar 20
NHS Fife,Health board,1249.5,All,1184,-5.2,15 Mar 20
NHS Forth Valley,Health board,1220,All,1209,-0.9,15 Mar 20
NHS Grampian,Health board,1942,All,1890,-2.7,15 Mar 20
NHS Greater Glasgow & Clyde,Health board,7131.5,All,6102,-14.4,15 Mar 20
NHS Highland,Health board,1113,All,1026,-7.8,15 Mar 20
NHS Lanarkshire,Health board,4210,All,3460,-17.8,15 Mar 20
NHS Lothian,Health board,4447,All,4171,-6.2,15 Mar 20
NHS Orkney,Health board,121,All,126,4.1,15 Mar 20
NHS Shetland,Health board,140.5,All,128,-8.9,15 Mar 20
NHS Tayside,Health board,1407.5,All,1358,-3.5,15 Mar 20
NHS Western Isles,Health board,128,All,102,-20.3,15 Mar 20
North Ayrshire,HSC partnership,802.5,All,703,-12.4,15 Mar 20
North Lanarkshire,HSC partnership,2493,All,2117,-15.1,15 Mar 20
Orkney Islands,HSC partnership,114.5,All,124,8.3,15 Mar 20
Perth & Kinross,HSC partnership,525.5,All,506,-3.7,15 Mar 20
Renfrewshire,HSC partnership,1192,All,1070,-10.2,15 Mar 20
Scotland,Scotland,26725,All,24052,-10,15 Mar 20
Scottish Borders,HSC partnership,545,All,510,-6.4,15 Mar 20
Shetland Islands,HSC partnership,136,All,123,-9.6,15 Mar 20
South Ayrshire,HSC partnership,673.5,All,603,-10.5,15 Mar 20
South Lanarkshire,HSC partnership,2090,All,1638,-21.6,15 Mar 20
West Dunbartonshire,HSC partnership,384.5,All,352,-8.5,15 Mar 20
West Lothian,HSC partnership,1098,All,1031,-6.1,15 Mar 20
Western Isles,HSC partnership,131,All,105,-19.8,15 Mar 20
Aberdeen City,HSC partnership,964.5,All,595,-38.3,22 Mar 20
Aberdeenshire,HSC partnership,578,All,390,-32.5,22 Mar 20
Angus,HSC partnership,211.5,All,140,-33.8,22 Mar 20
Argyll & Bute,HSC partnership,250.5,All,146,-41.7,22 Mar 20
Clackmannanshire & Stirling,HSC partnership,475.5,All,300,-36.9,22 Mar 20
Dumfries & Galloway,HSC partnership,808.5,All,548,-32.2,22 Mar 20
Dundee City,HSC partnership,600,All,390,-35,22 Mar 20
East Ayrshire,HSC partnership,724,All,543,-25,22 Mar 20
East Dunbartonshire,HSC partnership,415,All,240,-42.2,22 Mar 20
East Lothian,HSC partnership,488,All,334,-31.6,22 Mar 20
East Renfrewshire,HSC partnership,407.5,All,260,-36.2,22 Mar 20
Edinburgh,HSC partnership,2125.5,All,1443,-32.1,22 Mar 20
Falkirk,HSC partnership,774,All,540,-30.2,22 Mar 20
Fife,HSC partnership,1463,All,878,-40,22 Mar 20
Glasgow City,HSC partnership,3560,All,1767,-50.4,22 Mar 20
Highland,HSC partnership,970,All,620,-36.1,22 Mar 20
Inverclyde,HSC partnership,596,All,382,-35.9,22 Mar 20
Midlothian,HSC partnership,570,All,368,-35.4,22 Mar 20
Moray,HSC partnership,455,All,318,-30.1,22 Mar 20
NHS Ayrshire & Arran,Health board,2125,All,1405,-33.9,22 Mar 20
NHS Borders,Health board,573.5,All,378,-34.1,22 Mar 20
NHS Dumfries & Galloway,Health board,832.5,All,565,-32.1,22 Mar 20
NHS Fife,Health board,1341,All,807,-39.8,22 Mar 20
NHS Forth Valley,Health board,1286,All,848,-34.1,22 Mar 20
NHS Grampian,Health board,2037,All,1318,-35.3,22 Mar 20
NHS Greater Glasgow & Clyde,Health board,7159.5,All,3876,-45.9,22 Mar 20
NHS Highland,Health board,1169,All,737,-37,22 Mar 20
NHS Lanarkshire,Health board,4179,All,2396,-42.7,22 Mar 20
NHS Lothian,Health board,4470,All,3002,-32.8,22 Mar 20
NHS Orkney,Health board,118.5,All,80,-32.5,22 Mar 20
NHS Shetland,Health board,151.5,All,87,-42.6,22 Mar 20
NHS Tayside,Health board,1439,All,943,-34.5,22 Mar 20
NHS Western Isles,Health board,123.5,All,76,-38.5,22 Mar 20
North Ayrshire,HSC partnership,798,All,499,-37.5,22 Mar 20
North Lanarkshire,HSC partnership,2434,All,1438,-40.9,22 Mar 20
Orkney Islands,HSC partnership,117,All,75,-35.9,22 Mar 20
Perth & Kinross,HSC partnership,528.5,All,348,-34.2,22 Mar 20
Renfrewshire,HSC partnership,1165,All,682,-41.5,22 Mar 20
Scotland,Scotland,27005,All,16518,-38.8,22 Mar 20
Scottish Borders,HSC partnership,575,All,381,-33.7,22 Mar 20
Shetland Islands,HSC partnership,147,All,85,-42.2,22 Mar 20
South Ayrshire,HSC partnership,669,All,382,-42.9,22 Mar 20
South Lanarkshire,HSC partnership,2077,All,1141,-45.1,22 Mar 20
West Dunbartonshire,HSC partnership,389,All,230,-40.9,22 Mar 20
West Lothian,HSC partnership,1078,All,754,-30.1,22 Mar 20
Western Isles,HSC partnership,119.5,All,73,-38.9,22 Mar 20
Aberdeen City,HSC partnership,868.5,All,403,-53.6,29 Mar 20
Aberdeenshire,HSC partnership,543.5,All,289,-46.8,29 Mar 20
Angus,HSC partnership,218.5,All,100,-54.2,29 Mar 20
Argyll & Bute,HSC partnership,258.5,All,79,-69.4,29 Mar 20
Clackmannanshire & Stirling,HSC partnership,469.5,All,234,-50.2,29 Mar 20
Dumfries & Galloway,HSC partnership,852.5,All,417,-51.1,29 Mar 20
Dundee City,HSC partnership,596.5,All,240,-59.8,29 Mar 20
East Ayrshire,HSC partnership,773.5,All,309,-60.1,29 Mar 20
East Dunbartonshire,HSC partnership,397.5,All,145,-63.5,29 Mar 20
East Lothian,HSC partnership,497,All,233,-53.1,29 Mar 20
East Renfrewshire,HSC partnership,412,All,130,-68.4,29 Mar 20
Edinburgh,HSC partnership,2208.5,All,1033,-53.2,29 Mar 20
Falkirk,HSC partnership,802.5,All,352,-56.1,29 Mar 20
Fife,HSC partnership,1413,All,566,-59.9,29 Mar 20
Glasgow City,HSC partnership,3437,All,1119,-67.4,29 Mar 20
Highland,HSC partnership,943.5,All,396,-58,29 Mar 20
Inverclyde,HSC partnership,604.5,All,267,-55.8,29 Mar 20
Midlothian,HSC partnership,553,All,267,-51.7,29 Mar 20
Moray,HSC partnership,461.5,All,222,-51.9,29 Mar 20
NHS Ayrshire & Arran,Health board,2227,All,916,-58.9,29 Mar 20
NHS Borders,Health board,602,All,287,-52.3,29 Mar 20
NHS Dumfries & Galloway,Health board,888.5,All,429,-51.7,29 Mar 20
NHS Fife,Health board,1276,All,521,-59.2,29 Mar 20
NHS Forth Valley,Health board,1304.5,All,604,-53.7,29 Mar 20
NHS Grampian,Health board,1912.5,All,928,-51.5,29 Mar 20
NHS Greater Glasgow & Clyde,Health board,7158.5,All,2339,-67.3,29 Mar 20
NHS Highland,Health board,1197.5,All,448,-62.6,29 Mar 20
NHS Lanarkshire,Health board,3954,All,1752,-55.7,29 Mar 20
NHS Lothian,Health board,4473,All,2112,-52.8,29 Mar 20
NHS Orkney,Health board,113.5,All,52,-54.2,29 Mar 20
NHS Shetland,Health board,148,All,53,-64.2,29 Mar 20
NHS Tayside,Health board,1459,All,569,-61,29 Mar 20
NHS Western Isles,Health board,144,All,49,-66,29 Mar 20
North Ayrshire,HSC partnership,742.5,All,357,-51.9,29 Mar 20
North Lanarkshire,HSC partnership,2320.5,All,1018,-56.1,29 Mar 20
Orkney Islands,HSC partnership,108.5,All,53,-51.2,29 Mar 20
Perth & Kinross,HSC partnership,523,All,201,-61.6,29 Mar 20
Renfrewshire,HSC partnership,1236,All,406,-67.2,29 Mar 20
Scotland,Scotland,26858,All,11059,-58.8,29 Mar 20
Scottish Borders,HSC partnership,597,All,291,-51.3,29 Mar 20
Shetland Islands,HSC partnership,147,All,50,-66,29 Mar 20
South Ayrshire,HSC partnership,749.5,All,262,-65,29 Mar 20
South Lanarkshire,HSC partnership,2019.5,All,795,-60.6,29 Mar 20
West Dunbartonshire,HSC partnership,374.5,All,128,-65.8,29 Mar 20
West Lothian,HSC partnership,1010,All,525,-48,29 Mar 20
Western Isles,HSC partnership,135,All,46,-65.9,29 Mar 20
Aberdeen City,HSC partnership,821.5,All,434,-47.2,05 Apr 20
Aberdeenshire,HSC partnership,521.5,All,320,-38.6,05 Apr 20
Angus,HSC partnership,201.5,All,98,-51.4,05 Apr 20
Argyll & Bute,HSC partnership,261.5,All,81,-69,05 Apr 20
Clackmannanshire & Stirling,HSC partnership,459,All,190,-58.6,05 Apr 20
Dumfries & Galloway,HSC partnership,817.5,All,452,-44.7,05 Apr 20
Dundee City,HSC partnership,535.5,All,239,-55.4,05 Apr 20
East Ayrshire,HSC partnership,720,All,331,-54,05 Apr 20
East Dunbartonshire,HSC partnership,378.5,All,161,-57.5,05 Apr 20
East Lothian,HSC partnership,467.5,All,251,-46.3,05 Apr 20
East Renfrewshire,HSC partnership,384.5,All,145,-62.3,05 Apr 20
Edinburgh,HSC partnership,2115.5,All,1048,-50.5,05 Apr 20
Falkirk,HSC partnership,730,All,329,-54.9,05 Apr 20
Fife,HSC partnership,1401.5,All,571,-59.3,05 Apr 20
Glasgow City,HSC partnership,3325.5,All,1310,-60.6,05 Apr 20
Highland,HSC partnership,868,All,391,-55,05 Apr 20
Inverclyde,HSC partnership,578.5,All,205,-64.6,05 Apr 20
Midlothian,HSC partnership,532.5,All,283,-46.9,05 Apr 20
Moray,HSC partnership,436.5,All,227,-48,05 Apr 20
NHS Ayrshire & Arran,Health board,2120.5,All,976,-54,05 Apr 20
NHS Borders,Health board,591,All,279,-52.8,05 Apr 20
NHS Dumfries & Galloway,Health board,875.5,All,456,-47.9,05 Apr 20
NHS Fife,Health board,1255.5,All,518,-58.7,05 Apr 20
NHS Forth Valley,Health board,1217.5,All,533,-56.2,05 Apr 20
NHS Grampian,Health board,1803,All,993,-44.9,05 Apr 20
NHS Greater Glasgow & Clyde,Health board,6775.5,All,2484,-63.3,05 Apr 20
NHS Highland,Health board,1125.5,All,444,-60.6,05 Apr 20
NHS Lanarkshire,Health board,3917.5,All,1712,-56.3,05 Apr 20
NHS Lothian,Health board,4358,All,2126,-51.2,05 Apr 20
NHS Orkney,Health board,118,All,47,-60.2,05 Apr 20
NHS Shetland,Health board,137.5,All,61,-55.6,05 Apr 20
NHS Tayside,Health board,1386,All,609,-56.1,05 Apr 20
NHS Western Isles,Health board,136,All,38,-72.1,05 Apr 20
North Ayrshire,HSC partnership,765,All,371,-51.5,05 Apr 20
North Lanarkshire,HSC partnership,2324,All,986,-57.6,05 Apr 20
Orkney Islands,HSC partnership,108.5,All,44,-59.4,05 Apr 20
Perth & Kinross,HSC partnership,509,All,232,-54.4,05 Apr 20
Renfrewshire,HSC partnership,1126.5,All,341,-69.7,05 Apr 20
Scotland,Scotland,25817,All,11276,-56.3,05 Apr 20
Scottish Borders,HSC partnership,591,All,282,-52.3,05 Apr 20
Shetland Islands,HSC partnership,136.5,All,58,-57.5,05 Apr 20
South Ayrshire,HSC partnership,668.5,All,286,-57.2,05 Apr 20
South Lanarkshire,HSC partnership,1923.5,All,806,-58.1,05 Apr 20
West Dunbartonshire,HSC partnership,370,All,135,-63.5,05 Apr 20
West Lothian,HSC partnership,1028,All,506,-50.8,05 Apr 20
Western Isles,HSC partnership,128,All,34,-73.4,05 Apr 20
Aberdeen City,HSC partnership,857,All,464,-45.9,12 Apr 20
Aberdeenshire,HSC partnership,532,All,305,-42.7,12 Apr 20
Angus,HSC partnership,217,All,108,-50.2,12 Apr 20
Argyll & Bute,HSC partnership,237,All,97,-59.1,12 Apr 20
Clackmannanshire & Stirling,HSC partnership,451.5,All,184,-59.2,12 Apr 20
Dumfries & Galloway,HSC partnership,892.5,All,438,-50.9,12 Apr 20
Dundee City,HSC partnership,554.5,All,261,-52.9,12 Apr 20
East Ayrshire,HSC partnership,703,All,367,-47.8,12 Apr 20
East Dunbartonshire,HSC partnership,382.5,All,156,-59.2,12 Apr 20
East Lothian,HSC partnership,442,All,269,-39.1,12 Apr 20
East Renfrewshire,HSC partnership,376,All,176,-53.2,12 Apr 20
Edinburgh,HSC partnership,1987,All,1009,-49.2,12 Apr 20
Falkirk,HSC partnership,739.5,All,316,-57.3,12 Apr 20
Fife,HSC partnership,1404,All,533,-62,12 Apr 20
Glasgow City,HSC partnership,3307.5,All,1324,-60,12 Apr 20
Highland,HSC partnership,939,All,428,-54.4,12 Apr 20
Inverclyde,HSC partnership,553.5,All,202,-63.5,12 Apr 20
Midlothian,HSC partnership,502.5,All,257,-48.9,12 Apr 20
Moray,HSC partnership,436.5,All,262,-40,12 Apr 20
NHS Ayrshire & Arran,Health board,2191.5,All,1130,-48.4,12 Apr 20
NHS Borders,Health board,594.5,All,314,-47.2,12 Apr 20
NHS Dumfries & Galloway,Health board,951.5,All,452,-52.5,12 Apr 20
NHS Fife,Health board,1274,All,486,-61.9,12 Apr 20
NHS Forth Valley,Health board,1211.5,All,508,-58.1,12 Apr 20
NHS Grampian,Health board,1861.5,All,1036,-44.3,12 Apr 20
NHS Greater Glasgow & Clyde,Health board,6736,All,2569,-61.9,12 Apr 20
NHS Highland,Health board,1174,All,507,-56.8,12 Apr 20
NHS Lanarkshire,Health board,3885,All,1930,-50.3,12 Apr 20
NHS Lothian,Health board,4144.5,All,2116,-48.9,12 Apr 20
NHS Orkney,Health board,132.5,All,49,-63,12 Apr 20
NHS Shetland,Health board,154,All,78,-49.4,12 Apr 20
NHS Tayside,Health board,1428.5,All,652,-54.4,12 Apr 20
NHS Western Isles,Health board,131.5,All,39,-70.3,12 Apr 20
North Ayrshire,HSC partnership,780,All,414,-46.9,12 Apr 20
North Lanarkshire,HSC partnership,2244.5,All,1091,-51.4,12 Apr 20
Orkney Islands,HSC partnership,124.5,All,47,-62.2,12 Apr 20
Perth & Kinross,HSC partnership,533.5,All,234,-56.1,12 Apr 20
Renfrewshire,HSC partnership,1128,All,362,-67.9,12 Apr 20
Scotland,Scotland,25870.5,All,11866,-54.1,12 Apr 20
Scottish Borders,HSC partnership,582.5,All,314,-46.1,12 Apr 20
Shetland Islands,HSC partnership,148.5,All,78,-47.5,12 Apr 20
South Ayrshire,HSC partnership,700.5,All,376,-46.3,12 Apr 20
South Lanarkshire,HSC partnership,1988,All,972,-51.1,12 Apr 20
West Dunbartonshire,HSC partnership,382.5,All,145,-62.1,12 Apr 20
West Lothian,HSC partnership,1003,All,518,-48.4,12 Apr 20
Western Isles,HSC partnership,130,All,39,-70,12 Apr 20
Aberdeen City,HSC partnership,962.5,All,475,-50.6,19 Apr 20
Aberdeenshire,HSC partnership,583.5,All,301,-48.4,19 Apr 20
Angus,HSC partnership,218.5,All,111,-49.2,19 Apr 20
Argyll & Bute,HSC partnership,267.5,All,91,-66,19 Apr 20
Clackmannanshire & Stirling,HSC partnership,462,All,222,-51.9,19 Apr 20
Dumfries & Galloway,HSC partnership,879,All,431,-51,19 Apr 20
Dundee City,HSC partnership,607,All,303,-50.1,19 Apr 20
East Ayrshire,HSC partnership,780,All,411,-47.3,19 Apr 20
East Dunbartonshire,HSC partnership,412,All,195,-52.7,19 Apr 20
East Lothian,HSC partnership,487,All,254,-47.8,19 Apr 20
East Renfrewshire,HSC partnership,412.5,All,207,-49.8,19 Apr 20
Edinburgh,HSC partnership,2137.5,All,1088,-49.1,19 Apr 20
Falkirk,HSC partnership,805.5,All,354,-56.1,19 Apr 20
Fife,HSC partnership,1516,All,607,-60,19 Apr 20
Glasgow City,HSC partnership,3603,All,1511,-58.1,19 Apr 20
Highland,HSC partnership,998,All,458,-54.1,19 Apr 20
Inverclyde,HSC partnership,619,All,228,-63.2,19 Apr 20
Midlothian,HSC partnership,541.5,All,327,-39.6,19 Apr 20
Moray,HSC partnership,515,All,252,-51.1,19 Apr 20
NHS Ayrshire & Arran,Health board,2267.5,All,1204,-46.9,19 Apr 20
NHS Borders,Health board,652,All,353,-45.9,19 Apr 20
NHS Dumfries & Galloway,Health board,934.5,All,435,-53.5,19 Apr 20
NHS Fife,Health board,1384,All,559,-59.6,19 Apr 20
NHS Forth Valley,Health board,1317,All,578,-56.1,19 Apr 20
NHS Grampian,Health board,2109.5,All,1042,-50.6,19 Apr 20
NHS Greater Glasgow & Clyde,Health board,7429.5,All,2954,-60.2,19 Apr 20
NHS Highland,Health board,1290,All,522,-59.5,19 Apr 20
NHS Lanarkshire,Health board,4335,All,2052,-52.7,19 Apr 20
NHS Lothian,Health board,4523,All,2288,-49.4,19 Apr 20
NHS Orkney,Health board,124,All,50,-59.7,19 Apr 20
NHS Shetland,Health board,141,All,82,-41.8,19 Apr 20
NHS Tayside,Health board,1510.5,All,729,-51.7,19 Apr 20
NHS Western Isles,Health board,143.5,All,44,-69.3,19 Apr 20
North Ayrshire,HSC partnership,822,All,428,-47.9,19 Apr 20
North Lanarkshire,HSC partnership,2601.5,All,1191,-54.2,19 Apr 20
Orkney Islands,HSC partnership,115.5,All,51,-55.8,19 Apr 20
Perth & Kinross,HSC partnership,529,All,269,-49.1,19 Apr 20
Renfrewshire,HSC partnership,1295.5,All,425,-67.2,19 Apr 20
Scotland,Scotland,28161,All,12892,-54.2,19 Apr 20
Scottish Borders,HSC partnership,637,All,358,-43.8,19 Apr 20
Shetland Islands,HSC partnership,136,All,80,-41.2,19 Apr 20
South Ayrshire,HSC partnership,683,All,367,-46.3,19 Apr 20
South Lanarkshire,HSC partnership,2132.5,All,991,-53.5,19 Apr 20
West Dunbartonshire,HSC partnership,400.5,All,171,-57.3,19 Apr 20
West Lothian,HSC partnership,1149,All,564,-50.9,19 Apr 20
Western Isles,HSC partnership,140,All,44,-68.6,19 Apr 20
Aberdeen City,HSC partnership,993,All,446,-55.1,26 Apr 20
Aberdeenshire,HSC partnership,579,All,333,-42.5,26 Apr 20
Angus,HSC partnership,215,All,146,-32.1,26 Apr 20
Argyll & Bute,HSC partnership,235.5,All,108,-54.1,26 Apr 20
Clackmannanshire & Stirling,HSC partnership,482,All,231,-52.1,26 Apr 20
Dumfries & Galloway,HSC partnership,866,All,568,-34.4,26 Apr 20
Dundee City,HSC partnership,610,All,347,-43.1,26 Apr 20
East Ayrshire,HSC partnership,746,All,465,-37.7,26 Apr 20
East Dunbartonshire,HSC partnership,424.5,All,234,-44.9,26 Apr 20
East Lothian,HSC partnership,528.5,All,307,-41.9,26 Apr 20
East Renfrewshire,HSC partnership,419.5,All,225,-46.4,26 Apr 20
Edinburgh,HSC partnership,2159.5,All,1223,-43.4,26 Apr 20
Falkirk,HSC partnership,859,All,422,-50.9,26 Apr 20
Fife,HSC partnership,1528,All,772,-49.5,26 Apr 20
Glasgow City,HSC partnership,3596,All,1805,-49.8,26 Apr 20
Highland,HSC partnership,1005,All,493,-50.9,26 Apr 20
Inverclyde,HSC partnership,603,All,266,-55.9,26 Apr 20
Midlothian,HSC partnership,535.5,All,371,-30.7,26 Apr 20
Moray,HSC partnership,518,All,275,-46.9,26 Apr 20
NHS Ayrshire & Arran,Health board,2217,All,1414,-36.2,26 Apr 20
NHS Borders,Health board,643,All,399,-37.9,26 Apr 20
NHS Dumfries & Galloway,Health board,913.5,All,573,-37.3,26 Apr 20
NHS Fife,Health board,1382.5,All,689,-50.2,26 Apr 20
NHS Forth Valley,Health board,1378.5,All,683,-50.5,26 Apr 20
NHS Grampian,Health board,2128.5,All,1061,-50.2,26 Apr 20
NHS Greater Glasgow & Clyde,Health board,7373.5,All,3486,-52.7,26 Apr 20
NHS Highland,Health board,1267.5,All,574,-54.7,26 Apr 20
NHS Lanarkshire,Health board,4250,All,2456,-42.2,26 Apr 20
NHS Lothian,Health board,4553.5,All,2649,-41.8,26 Apr 20
NHS Orkney,Health board,142,All,56,-60.6,26 Apr 20
NHS Shetland,Health board,165.5,All,90,-45.6,26 Apr 20
NHS Tayside,Health board,1514,All,856,-43.5,26 Apr 20
NHS Western Isles,Health board,144,All,63,-56.2,26 Apr 20
North Ayrshire,HSC partnership,799,All,543,-32,26 Apr 20
North Lanarkshire,HSC partnership,2510,All,1437,-42.7,26 Apr 20
Orkney Islands,HSC partnership,137,All,56,-59.1,26 Apr 20
Perth & Kinross,HSC partnership,549.5,All,299,-45.6,26 Apr 20
Renfrewshire,HSC partnership,1268.5,All,509,-59.9,26 Apr 20
Scotland,Scotland,28073,All,15049,-46.4,26 Apr 20
Scottish Borders,HSC partnership,634.5,All,408,-35.7,26 Apr 20
